proportion data used to generate,proportion of rows generated,subset_kurtosis,generated_kurtosis,percent_decrease_kurtosis
0.05,0.01,1.1643440841662602,-0.7499999999999984,164.413948608417
0.05,0.1,0.4440270525537395,1.6850257048937323,-279.48717205463464
0.05,0.5,1.2716587944622573,0.6709990336409195,47.234349609899645
0.05,1.0,1.3827951350340828,0.0,100.0
0.1,0.01,3.1725565192656697,-0.7499999999999956,123.64024077886539
0.1,0.1,0.9250796678582653,0.47658850237282785,48.4813558300097
0.1,0.5,0.9279528500440908,0.03092959869794243,96.66689975719426
0.1,1.0,2.7040145039396455,0.0,100.0
